28	-33
21	-19
13	-12
8	-9
3	-2
0	-2
-1	-2
-2	0
-2	-1
-1	-1
-1	0
-2	0
-2	-1
-1	-1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
42	-41
32	-29
21	-20
13	-15
7	-6
4	-4
2	-3
1	0
1	0
1	0
1	-1
0	-1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
52	-50
41	-40
30	-30
21	-23
15	-11
10	-7
6	-6
4	-1
2	-1
1	-1
0	-2
0	-1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
60	-60
51	-51
41	-40
32	-31
23	-18
15	-13
9	-10
4	-4
1	-2
-1	-3
-2	-2
-1	-1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
70	-65
66	-58
60	-49
50	-41
38	-29
26	-22
17	-17
10	-9
5	-6
2	-5
0	-2
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
72	-67
70	-62
66	-56
59	-52
48	-42
36	-32
27	-25
18	-17
11	-10
6	-8
3	-3
2	-1
1	-1
0	-1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
