0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	-1
0	-1
0	0
-2	-2
-5	-7
-8	-8
-12	-9
-15	-13
-18	-14
-20	-18
-24	-21
-29	-20
-35	-28
-41	-35
-46	-39
-51	-44
-55	-50
-59	-54
-62	-58
-62	-61
-62	-61
-59	-58
-54	-52
-47	-45
-40	-36
-32	-26
-26	-22
-20	-16
-14	-8
-10	-7
-6	-6
-3	-2
-2	-2
-2	-2
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
-2	-2
-5	-3
-8	-4
-11	-10
-14	-11
-16	-12
-18	-16
-21	-16
-24	-20
-28	-26
-33	-26
-39	-34
-45	-41
-50	-45
-56	-48
-60	-54
-62	-58
-64	-59
-63	-60
-59	-58
-53	-53
-45	-44
-36	-37
-28	-28
-23	-20
-18	-17
-12	-10
-7	-4
-4	-4
-2	-3
-2	-1
-1	-2
0	-2
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
-1	-1
-2	-1
-4	-5
-9	-8
-14	-8
-18	-12
-19	-13
-20	-14
-22	-18
-26	-20
-31	-25
-36	-29
-39	-31
-44	-40
-50	-47
-56	-50
-60	-52
-62	-56
-63	-59
-63	-59
-59	-56
-54	-52
-47	-46
-38	-34
-29	-28
-21	-22
-16	-16
-11	-12
-8	-6
-5	-1
-4	-2
-2	-2
-2	0
-2	-1
-1	-2
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
-1	-1
-3	-2
-6	-3
-8	-8
-11	-12
-14	-12
-16	-14
-16	-13
-17	-16
-20	-21
-24	-26
-31	-31
-36	-33
-42	-37
-49	-46
-55	-52
-59	-55
-62	-55
-63	-56
-62	-58
-58	-56
-53	-50
-46	-46
-39	-39
-32	-26
-25	-20
-18	-16
-12	-10
-7	-8
-4	-4
-4	0
-3	-1
-2	-1
-1	0
-1	0
-1	-1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
-1	-1
-4	-4
-6	-5
-9	-6
-11	-10
-13	-14
-13	-14
-13	-14
-14	-14
-18	-19
-24	-25
-29	-32
-35	-38
-42	-39
-50	-44
-57	-52
-62	-56
-63	-57
-63	-56
-62	-54
-58	-54
-51	-50
-43	-42
-34	-37
-26	-32
-19	-19
-14	-14
-9	-11
-6	-6
-3	-4
-1	-2
0	0
0	0
1	0
1	0
1	-1
0	-1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
-1	-1
-1	0
-1	0
-2	-3
-5	-6
-7	-7
